,Close
1263,265.19
1264,266.77
1265,265.53
1266,266.84
1267,266.0
1268,266.81
1269,271.66
1270,271.01
1271,268.3
1272,267.1
1273,268.28
1274,269.98
1275,267.3
1276,265.0
1277,263.62
1278,263.35
1279,265.7
1280,265.43
1281,264.9
1282,264.03
1283,265.17
1284,265.91
1285,266.99
1286,267.17
1287,266.65
1288,266.93
1289,266.73
1290,266.87
1291,267.57
1292,264.9
1293,261.01
1294,260.88
1295,259.73
1296,260.47
1297,260.27
1298,258.91
1299,259.43
1300,260.74
1301,258.05
1302,256.55
1303,258.58
1304,258.65
1305,257.59
1306,256.02
1307,256.23
1308,253.33
1309,253.84
1310,250.97
1311,232.23
1312,234.23
1313,233.63
1314,232.72
1315,233.6
1316,225.64
1317,229.95
1318,234.0
1319,230.79
1320,234.75
1321,233.51
1322,236.48
1323,234.0
1324,235.99
1325,235.52
1326,233.02
1327,233.43
1328,233.34
1329,235.11
1330,232.51
1331,232.29
1332,228.92
1333,224.61
1334,231.21
1335,232.79
1336,231.2
1337,231.49
1338,230.33
1339,228.13
1340,227.96
1341,227.4
1342,222.96
1343,223.11
1344,219.94
1345,214.01
1346,212.24
1347,209.78
1348,210.05
1349,214.02
1350,218.5
1351,223.19
1352,224.42
1353,224.05
1354,223.37
1355,225.83
1356,230.15
1357,229.21
1358,225.85
1359,225.2
1360,225.5
1361,226.1
1362,227.45
1363,227.5
1364,224.69
1365,225.73
1366,227.09
1367,227.08
1368,229.92
1369,233.27
1370,231.74
1371,232.46
1372,232.76
1373,232.15
1374,230.71
1375,228.36
1376,230.61
1377,231.6
1378,229.91
1379,229.63
1380,228.01
1381,227.93
1382,229.86
1383,228.94
1384,227.28
1385,230.3
1386,232.5
1387,231.96
1388,231.99
1389,230.44
1390,228.8
1391,228.6
1392,228.28
1393,227.6
1394,227.96
1395,226.62
1396,228.4
1397,228.47
1398,229.65
1399,229.24
1400,230.17
1401,229.62
1402,228.61
1403,227.98
1404,227.52
1405,227.43
1406,227.6
1407,228.23
1408,229.77
1409,229.14
1410,230.9
1411,231.58
1412,230.85
1413,230.82
1414,230.68
1415,234.36
1416,235.79
1417,235.91
1418,237.16
1419,241.18
1420,239.54
1421,242.01
1422,240.01
1423,242.63
1424,242.93
1425,239.26
1426,240.29
1427,241.99
1428,240.95
1429,241.47
1430,241.35
1431,243.49
1432,245.54
1433,245.46
1434,243.11
1435,244.11
1436,244.5
1437,243.96
1438,240.02
1439,240.59
1440,241.46
1441,239.11
1442,239.34
1443,237.73
1444,238.58
1445,240.88
1446,239.78
1447,238.8
1448,240.49
1449,240.0
1450,240.88
1451,240.22
1452,240.87
1453,240.83
1454,240.75
1455,240.12
1456,240.38
1457,239.85
1458,235.58
1459,236.5
1460,235.95
1461,236.24
1462,233.25
1463,233.88
1464,231.3
1465,230.02
1466,229.84
1467,228.95
1468,229.42
1469,233.09
1470,232.1
1471,231.5
1472,232.4
1473,231.38
1474,231.88
1475,231.24
1476,230.43
1477,230.36
1478,231.44
1479,230.98
1480,227.75
1481,228.69
1482,227.44
1483,229.13
1484,230.13
1485,229.79
1486,230.3
1487,231.68
1488,233.55
1489,233.1
1490,233.4
1491,233.49
1492,232.48
1493,233.4
1494,234.08
1495,233.71
1496,233.66
1497,233.49
1498,233.0
1499,232.55
1500,232.91
1501,232.65
1502,232.43
1503,232.58
1504,232.3
1505,233.11
1506,232.65
1507,232.38
1508,232.11
1509,227.59
1510,228.28
1511,227.92
1512,228.37
1513,228.06
1514,227.35
1515,225.72
1516,231.89
1517,230.75
1518,230.01
1519,232.31
1520,231.71
1521,230.5
1522,230.5
1523,230.89
1524,230.75
1525,230.73
1526,231.42
1527,231.05
1528,232.02
1529,234.98
1530,235.9
1531,234.69
1532,234.73
1533,236.67
1534,237.35
1535,236.22
1536,235.38
1537,236.14
1538,234.37
1539,234.43
1540,235.48
1541,234.12
1542,234.92
1543,234.86
1544,234.53
1545,234.13
1546,233.45
1547,233.88
1548,233.46
1549,234.49
1550,238.6
1551,238.64
1552,237.98
1553,238.8
1554,239.8
1555,239.29
1556,240.93
1557,237.97
1558,238.1
1559,238.34
1560,237.7
1561,238.17
1562,238.41
1563,236.74
1564,237.95
1565,238.48
1566,237.45
1567,237.99
1568,237.92
1569,237.32
1570,237.57
1571,239.06
1572,238.53
1573,239.13
1574,238.95
1575,238.97
1576,238.31
1577,238.25
1578,237.69
1579,238.57
1580,238.6
1581,239.02
1582,240.04
1583,240.06
1584,239.9
1585,239.81
1586,240.16
1587,239.2
1588,239.77
1589,239.91
1590,239.78
1591,239.23
1592,239.3
1593,238.73
1594,240.04
1595,239.66
1596,240.73
1597,241.35
1598,241.43
1599,241.36
1600,247.71
1601,246.92
1602,246.87
1603,247.79
1604,246.58
1605,245.2
1606,245.14
1607,245.41
1608,243.88
1609,245.16
1610,245.3
1611,243.94
1612,244.16
1613,244.32
1614,242.81
1615,243.42
1616,243.98
1617,243.91
1618,244.56
1619,244.25
1620,244.52
1621,245.16
1622,244.36
1623,244.1
1624,245.27
1625,246.05
1626,246.08
1627,245.67
1628,245.79
1629,245.75
1630,246.9
1631,248.04
1632,248.66
1633,249.1
1634,248.22
1635,247.78
1636,247.13
1637,246.71
1638,246.26
1639,245.49
1640,248.29
1641,251.02
1642,249.89
1643,250.73
1644,251.28
1645,250.71
1646,250.5
1647,251.95
1648,253.98
1649,254.35
1650,253.52
1651,255.6
1652,253.55
1653,255.43
1654,256.19
1655,255.12
1656,255.35
1657,256.46
1658,259.49
1659,261.59
1660,267.33
1661,262.08
1662,263.58
1663,272.96
1664,271.74
1665,270.66
1666,272.31
1667,269.19
1668,273.5
1669,270.76
1670,270.8
1671,267.95
1672,263.74
1673,264.8
1674,266.23
1675,265.07
1676,265.8
1677,266.67
1678,264.52
1679,264.18
1680,265.93
1681,264.86
1682,266.33
1683,268.4
1684,270.6
1685,269.31
1686,272.07
1687,269.0
1688,265.88
1689,267.68
1690,268.69
1691,269.39
1692,269.26
1693,270.0
1694,274.99
1695,275.98
1696,274.21
1697,274.87
1698,276.2
1699,280.54
1700,278.26
1701,277.16
1702,278.13
1703,277.98
1704,279.98
1705,280.29
1706,280.69
1707,281.71
1708,281.79
1709,281.84
1710,287.53
1711,290.91
1712,290.47
1713,295.47
1714,293.51
1715,289.78
1716,284.99
1717,283.43
1718,283.85
1719,286.31
1720,284.39
1721,286.75
1722,291.6
1723,290.0
1724,290.58
1725,293.98
1726,296.47
1727,296.05
1728,302.0
1729,301.23
1730,303.25
1731,307.94
1732,301.34
1733,303.99
1734,304.99
1735,306.25
1736,310.0
1737,316.46
1738,314.01
1739,316.1
1740,331.0
1741,334.96
1742,324.73
1743,322.64
1744,326.39
1745,332.33
1746,326.14
1747,329.18
1748,325.28
1749,320.58
1750,311.87
1751,316.33
1752,313.91
1753,318.44
1754,321.03
1755,317.52
1756,323.64
1757,330.31
1758,330.23
1759,331.91
1760,339.74
1761,338.24
1762,352.22
1763,362.38
1764,380.5
1765,374.73
1766,394.95
1767,401.2
1768,403.99
1769,410.95
1770,449.89
1771,438.34
1772,491.92
1773,482.43
1774,456.2
1775,404.63
1776,419.59
1777,377.93
1778,395.0
1779,393.77
1780,407.06
1781,366.25
1782,355.27
1783,369.62
1784,373.12
1785,393.97
1786,374.01
1787,378.49
1788,383.29
1789,383.02
1790,389.7
1791,381.47
1792,385.15
1793,387.37
1794,387.75
1795,384.82
1796,382.59
1797,380.57
1798,372.09
1799,363.8
1800,366.15
1801,373.85
1802,383.73
1803,377.76
1804,380.41
1805,377.67
1806,381.07
1807,375.48
1808,360.15
1809,353.04
1810,326.48
1811,312.96
1812,315.4
1813,324.5
1814,319.0
1815,311.17
1816,308.99
1817,318.51
1818,332.87
1819,338.41
1820,326.54
1821,328.99
1822,333.8
1823,338.89
1824,340.09
1825,330.43
1826,332.9
1827,332.91
1828,339.03
1829,335.28
1830,334.45
1831,335.99
1832,332.04
1833,333.98
1834,333.56
1835,335.79
1836,335.3
1837,335.09
1838,323.49
1839,326.81
1840,321.7
1841,320.97
1842,322.66
1843,320.63
1844,322.58
1845,330.77
1846,332.14
1847,338.83
1848,336.22
1849,335.35
1850,335.18
1851,336.53
1852,336.73
1853,333.0
1854,332.55
1855,333.37
1856,334.5
1857,334.94
1858,335.6
1859,334.69
1860,334.49
1861,334.83
1862,326.91
1863,328.32
1864,326.34
1865,316.32
1866,317.51
1867,324.06
1868,321.97
1869,319.16
1870,320.21
1871,321.4
1872,326.54
1873,327.23
1874,325.35
1875,324.71
1876,326.82
1877,326.5
1878,326.42
1879,322.56
1880,321.37
1881,323.49
1882,323.5
1883,323.01
1884,322.39
1885,324.13
1886,324.54
1887,324.13
1888,322.23
1889,320.23
1890,321.72
1891,323.03
1892,321.99
1893,320.29
1894,321.0
1895,318.54
1896,318.96
1897,326.01
1898,325.3
1899,329.93
1900,330.79
1901,333.49
1902,338.28
1903,351.67
1904,346.24
1905,346.51
1906,353.75
1907,351.92
1908,359.86
1909,357.96
1910,358.91
1911,359.65
1912,356.98
1913,359.61
1914,354.14
1915,353.02
1916,354.89
1917,355.66
1918,356.54
1919,355.37
1920,356.76
1921,361.74
1922,364.04
1923,368.0
1924,377.45
1925,379.49
1926,378.3
1927,371.88
1928,373.09
1929,375.38
1930,377.25
1931,376.71
1932,356.01
1933,360.49
1934,361.1
1935,363.35
1936,352.18
1937,354.21
1938,352.63
1939,358.9
1940,358.95
1941,360.38
1942,361.01
1943,362.03
1944,359.08
1945,361.95
1946,363.99
1947,361.58
1948,358.84
1949,358.69
1950,360.54
1951,363.99
1952,362.9
1953,362.87
1954,368.41
1955,371.24
1956,381.18
1957,379.58
1958,378.23
1959,387.74
1960,394.38
1961,392.52
1962,390.99
1963,393.53
1964,396.6
1965,393.25
1966,390.72
1967,390.98
1968,393.45
1969,394.43
1970,395.27
1971,393.89
1972,394.87
1973,393.23
1974,395.95
1975,393.6
1976,395.5
1977,417.0
1978,416.52
1979,415.71
1980,419.41
1981,410.31
1982,411.48
1983,418.96
1984,414.26
1985,412.91
1986,414.72
1987,415.35
1988,414.75
1989,417.49
1990,424.25
1991,430.8
1992,435.0
1993,437.93
1994,450.02
1995,450.85
1996,434.11
1997,428.17
1998,436.11
1999,429.81
2000,428.08
2001,436.1
2002,432.38
2003,436.1
2004,435.73
2005,441.04
2006,439.81
2007,436.0
2008,438.49
2009,439.5
2010,444.66
2011,447.24
2012,445.9
2013,449.0
2014,453.36
2015,457.48
2016,455.11
2017,460.77
2018,461.87
2019,463.07
2020,453.54
2021,455.78
2022,453.94
2023,453.71
2024,452.92
2025,448.02
2026,454.76
2027,454.7
2028,454.75
2029,453.56
2030,454.43
2031,454.39
2032,462.95
2033,458.22
2034,460.08
2035,460.0
2036,461.83
2037,464.04
2038,464.46
2039,463.92
2040,462.39
2041,460.62
2042,460.6
2043,460.48
2044,459.47
2045,459.12
2046,453.73
2047,434.3
2048,440.74
2049,432.1
2050,435.99
2051,437.69
2052,441.83
2053,436.88
2054,433.91
2055,437.79
2056,437.35
2057,440.22
2058,435.0
2059,434.84
2060,437.59
2061,436.0
2062,437.98
2063,436.84
2064,439.64
2065,443.29
2066,442.94
2067,455.03
2068,456.22
2069,457.72
2070,457.54
2071,453.92
2072,455.95
2073,456.88
2074,458.27
2075,454.09
2076,454.53
2077,455.61
2078,456.12
2079,455.02
2080,443.0
2081,429.91
2082,425.84
2083,426.15
2084,419.57
2085,424.27
2086,423.29
2087,428.82
2088,423.15
2089,422.11
2090,423.4
2091,429.9
2092,429.7
2093,426.37
2094,423.97
2095,418.72
2096,421.94
2097,423.8
2098,422.42
2099,423.13
2100,429.15
2101,428.16
2102,433.89
2103,433.0
2104,433.89
2105,431.55
2106,427.0
2107,428.0
2108,425.95
2109,426.82
2110,423.43
2111,427.13
2112,426.25
2113,432.04
2114,431.74
2115,434.96
2116,434.89
2117,433.52
2118,433.6
2119,433.98
2120,437.39
2121,434.36
2122,434.46
2123,434.18
2124,435.1
2125,435.95
2126,435.4
2127,433.68
2128,432.89
2129,431.72
2130,429.22
2131,427.58
2132,432.02
2133,433.23
2134,433.12
2135,432.37
2136,434.44
2137,434.4
2138,434.02
2139,434.05
